fips,year,county,corn_yield,lag1_yield,year_centered,w01_early_tavg,w02_early_prcp,w03_repro_tavg,w04_repro_prcp,w05_grainfill_tavg,w06_grainfill_prcp,e01_hot_days_30,e02_heat_above_35,e03_longest_dry_spell,e04_max_5day_prcp
18047,2020,FRANKLIN,184.9,152,20,18.641475409836065,241.74,24.77806451612903,95.77,20.595573770491804,123.06,23,0,6,61.07
18047,2021,FRANKLIN,174.4,184.9,21,18.69737704918033,310.05,23.183548387096774,149.81,22.014918032786884,167.14,11,0,11,84.86000000000001
18049,2001,FULTON,143.2,135.6,1,18.178196721311476,224.86,22.177419354838708,166.83,19.365081967213115,213.71,12,0,9,76.73000000000002
18049,2002,FULTON,118.1,143.2,2,17.257377049180327,203.39,24.338709677419356,88.25999999999999,21.15311475409836,129.46,21,0,11,85.78
18049,2003,FULTON,144.7,118.1,3,16.808032786885246,221.14,21.872258064516128,255.66,19.794754098360656,211.78,7,0,11,176.4
18049,2004,FULTON,159.5,144.7,4,18.50360655737705,286.94,21.537741935483872,112.78999999999999,18.988688524590163,247.25,6,0,7,97.41
18049,2005,FULTON,158.9,159.5,5,18.501803278688524,134.85999999999999,23.322580645161292,116.00999999999999,21.303606557377048,194.35,15,0,10,45.72
18049,2006,FULTON,148.3,158.9,6,17.328196721311475,219.48,23.364516129032257,143.62,19.12344262295082,213.71,11,0,7,79.85000000000001
18049,2007,FULTON,155.9,148.3,7,19.67065573770492,127.32,21.419354838709676,123.85000000000001,21.20622950819672,221.3,5,0,7,60.91
18049,2008,FULTON,169,155.9,8,17.272786885245903,257.2,22.170645161290324,55.9,20.0227868852459,208.58,7,0,8,49.06999999999999
18049,2009,FULTON,160,169,9,18.201311475409835,211.14,19.876451612903224,72.86,19.30934426229508,167.54,0,0,5,79.71000000000001
18049,2010,FULTON,169.8,160,10,19.59409836065574,319.49,23.973870967741934,118.50999999999999,21.107540983606558,126.12,17,0,9,62.39999999999999
18049,2011,FULTON,155,169.8,11,18.838196721311476,263.36,25.10225806451613,102.92999999999999,19.304098360655736,222.07,24,2.9399999999999977,8,86.19
18049,2012,FULTON,127.1,155,12,20.01016393442623,93.34,25.829677419354837,83.11,19.236065573770492,196.58,23,14.000000000000007,6,37.099999999999994
18049,2013,FULTON,179,127.1,13,19.171475409836066,304.92,21.78516129032258,44.23,19.64016393442623,163.79,9,0,10,99.12
18049,2014,FULTON,177.9,179,14,19.091311475409835,222.34,19.977096774193548,53.58,19.284098360655737,289.82,2,0,7,73.39000000000001
18049,2015,FULTON,142.1,177.9,15,19.118524590163936,401,21.588387096774195,122.23,20.554754098360654,141.83,4,0,14,106.69
18049,2016,FULTON,176.7,142.1,16,18.435081967213115,179.82,23.058387096774194,123.73,22.04213114754098,254.73,14,0,13,41.68000000000001
18049,2017,FULTON,200,176.7,17,17.887540983606556,264.11,22.528709677419354,178.15,19.448524590163935,133.99,4,0,6,76.10999999999996
18049,2018,FULTON,187.2,200,18,20.934918032786886,198.5,23.02193548387097,84.77,21.401803278688526,236.52,13,0,10,68.25
18049,2019,FULTON,172.8,187.2,19,17.700983606557376,252.38,24.340645161290322,52.74,20.725737704918032,233.95,20,0,12,48.730000000000004
18049,2020,FULTON,181,172.8,20,18.192622950819672,185.07,24.298709677419357,62.06,19.68,128.81,16,0,12,79.11
18049,2021,FULTON,185,181,21,18.071967213114753,309.34,22.441290322580645,98.22,21.495409836065573,175.13,10,0,11,112.57
18051,2001,GIBSON,165.7,159.5,1,21.077704918032786,189.22,25.18,157.2,22.279180327868854,169.35,21,0,11,68.72
18051,2002,GIBSON,110.1,165.7,2,20.921311475409837,325.65000000000003,27.038709677419355,58.13,24.538032786885246,185.43,29,1.7700000000000031,12,108.60999999999999
18051,2003,GIBSON,136.7,110.1,3,19.387049180327868,319.18,25.07548387096774,72.67999999999999,22.324590163934428,137.84,21,0,15,102.69999999999999
18051,2004,GIBSON,185.2,136.7,4,21.971803278688526,285.94,23.866451612903226,199.62,21.595081967213115,155.68,14,0,14,112.77
18051,2005,GIBSON,155.7,185.2,5,20.778032786885245,179.18,25.315483870967743,72.17,24.371311475409836,246.92,22,0.6000000000000014,10,92.79
18051,2006,GIBSON,163.8,155.7,6,20.477704918032785,244.18,25.86225806451613,111.63,21.86606557377049,335.5,22,0.5300000000000011,6,72.88999999999999
18051,2007,GIBSON,162.3,163.8,7,22.535737704918034,167.9,24.22806451612903,64.95,25.27393442622951,161.79,20,0,11,44.18000000000001
18051,2008,GIBSON,168,162.3,8,20.57639344262295,284.23,24.817096774193548,145.67,22.370819672131148,128.48000000000002,19,0,24,86.1
18051,2009,GIBSON,166,168,9,21.638524590163936,256.41,22.713870967741936,190.51,21.988852459016393,193.95,6,0,7,52.19
18051,2010,GIBSON,155,166,10,22.96049180327869,224.66,26.601290322580645,93.36,24.13606557377049,51.08,28,0.5600000000000023,14,64.16
18051,2013,GIBSON,177,64.8,13,20.931803278688523,301.61,23.87516129032258,123.11,22.55934426229508,92.7,13,0,18,80.48000000000002
18051,2014,GIBSON,195.3,177,14,21.795573770491803,227.95000000000002,22.489677419354837,73.66,22.251475409836065,205.53,11,0,11,83.54
18051,2015,GIBSON,177.1,195.3,15,21.824754098360657,309.95,25.21,127.64,22.404754098360655,118.69999999999999,16,0,11,129.99
18051,2016,GIBSON,161.7,177.1,16,21.172622950819672,181.67,25.434516129032257,191.07,24.132131147540985,182.24,21,0,8,121.56
18051,2017,GIBSON,194.6,161.7,17,21.06754098360656,211.99,25.71741935483871,104.67,22.079016393442622,76.58999999999999,22,0.779999999999994,9,68.53
18051,2018,GIBSON,184,194.6,18,23.954426229508197,393.19,25.22064516129032,76.29,24.165573770491804,258.23,22,0.09000000000000341,10,132.23
18051,2019,GIBSON,179,184,19,21.158688524590165,406.12,25.706129032258065,135.09,24.131147540983605,133.07,23,0,7,101.17000000000002
18051,2020,GIBSON,200.3,179,20,20.504754098360657,288.53,26.326451612903227,180.88,22.161639344262294,148.46,26,0,13,99.18
18053,2001,GRANT,163.9,153.9,1,18.88983606557377,239.1,22.658387096774195,136.18,19.90688524590164,223.6,12,0,11,61.09
18053,2002,GRANT,109.6,163.9,2,18.181803278688523,194.75,24.74838709677419,58.120000000000005,21.81655737704918,197.35999999999999,21,0,8,68.11000000000001
18053,2003,GRANT,150,109.6,3,17.437049180327868,247.18,22.088709677419356,257.48,19.90377049180328,329.68,7,0,6,195.79
18053,2004,GRANT,176.2,150,4,19.097540983606557,300.8,21.874193548387098,88.49,19.708196721311474,175.34,8,0,7,115.00999999999999
18053,2005,GRANT,166.5,176.2,5,18.649016393442622,133.37,23.45806451612903,107.18,21.807540983606557,217.02,13,0,10,53.059999999999995
18053,2006,GRANT,159.5,166.5,6,17.815573770491802,252.03,23.93,126.38000000000001,19.684426229508198,198.4,11,0,7,71.71
18053,2007,GRANT,128.7,159.5,7,20.35,99.58,21.71516129032258,53.84,22.03983606557377,255.96,7,0,8,35.79
18053,2008,GRANT,166,128.7,8,17.93229508196721,307.27,22.563870967741934,76.58,20.498524590163935,127.26,10,0,16,67.75999999999999
18053,2009,GRANT,171,166,9,18.80049180327869,201.78,20.63774193548387,55.63,20.03934426229508,114.19,1,0,6,53.01
18053,2010,GRANT,158.4,171,10,20.228688524590165,352.34,24.198064516129033,100.53,21.332786885245902,105.41,18,0,9,69.5
18053,2014,GRANT,185,181.1,14,19.165573770491804,257.53,20.091290322580644,41.56,19.52409836065574,293.63,1,0,11,79.77
18053,2015,GRANT,135.1,185,15,19.258032786885245,396.92,21.933225806451613,145.09,20.601803278688525,115.46000000000001,4,0,6,101.28000000000003
18053,2018,GRANT,204.4,169.6,18,21.482295081967212,213.96,22.984193548387097,112.64,21.834262295081967,323.15999999999997,12,0,6,91.04000000000002
18053,2021,GRANT,210.3,187.8,21,18.654590163934426,199.9,22.869032258064518,98.35,21.82409836065574,222.62,9,0,8,58.010000000000005
18055,2001,GREENE,159.2,153.9,1,19.790655737704917,225.27,23.787741935483872,138.06,21.21967213114754,145.94,16,0,11,72.14
18055,2002,GREENE,106.3,159.2,2,19.260983606557378,359.27000000000004,25.546774193548387,57.16,23.04311475409836,188.74,24,0.5600000000000023,13,118.49000000000001
18055,2003,GREENE,141.6,106.3,3,18.104590163934425,256.59,23.521290322580644,174.55,20.905081967213114,221.42,11,0,15,90.12
18055,2004,GREENE,161.2,141.6,4,20.566885245901638,277.22,22.503548387096775,188.7,20.392295081967212,112.21000000000001,8,0,13,113.28000000000002
18055,2005,GREENE,162,161.2,5,19.242131147540984,197.51,24.13290322580645,113.63,22.96688524590164,261.73,19,0.240000000000002,16,89.22000000000001
18055,2006,GREENE,143.8,162,6,18.975409836065573,240.51999999999998,24.553870967741936,84.06,20.874426229508195,246.48,17,0,7,51.97
18055,2007,GREENE,142.5,143.8,7,21.230819672131148,168.54,22.683870967741935,68.42,23.915573770491804,105.36999999999999,13,0,11,58.81
18055,2008,GREENE,136,142.5,8,18.855573770491805,431.64,23.536129032258064,137.21,21.352622950819672,101.77,15,0,25,135.39
18055,2009,GREENE,166,136,9,19.99081967213115,375.55,21.19225806451613,139.01,20.689344262295084,189.71,0,0,6,99.38999999999999
18055,2010,GREENE,125.8,166,10,21.27688524590164,339.9,25.183870967741935,140.96,22.722131147540985,51.199999999999996,24,0,15,82.67000000000002
18055,2011,GREENE,130.9,125.8,11,19.91918032786885,335.90999999999997,26.425483870967742,54.85,21.14409836065574,180.15,27,2.530000000000001,11,83.61
18055,2017,GREENE,161.1,156,17,19.53967213114754,261.25,24.359032258064516,148.18,21.237868852459016,56.13,17,0,8,89.91999999999999
18055,2018,GREENE,179.1,161.1,18,23.095081967213115,261.59,24.39225806451613,69.66,23.014590163934425,281.85,21,0,8,115.87999999999998
18055,2019,GREENE,133.7,179.1,19,19.999180327868853,344.44,24.948064516129033,103.17999999999999,22.928688524590164,137.57,21,0,7,113.83999999999997
18055,2020,GREENE,184.3,133.7,20,19.36622950819672,206.06,25.289032258064516,197.85,21.098852459016392,109.75,26,0,14,85.71
18055,2021,GREENE,198.8,184.3,21,19.64,229.29999999999998,24.003548387096775,142.9,22.72967213114754,167.59,14,0,12,65.72999999999999
18057,2001,HAMILTON,156.7,141,1,19.058032786885246,199.87,23.039677419354838,141.82,20.168360655737704,207.42,14,0,11,50.140000000000015
18057,2002,HAMILTON,126.7,156.7,2,18.455409836065574,286.21999999999997,24.70193548387097,53.85,21.932786885245903,185.42,21,0,10,81.25
18057,2003,HAMILTON,139.6,126.7,3,17.597377049180327,245.81,22.533548387096776,267.08,20.282295081967213,329.5,8,0,10,174.48000000000002
18057,2004,HAMILTON,167.1,139.6,4,19.825737704918033,283.09,21.939354838709676,108.22,20.024918032786886,115.02,6,0,7,87.49000000000001
18057,2005,HAMILTON,146.5,167.1,5,18.811475409836067,159.45000000000002,23.43,160.89000000000001,21.921311475409837,227.62,12,0,8,62.35000000000002
18057,2006,HAMILTON,166.4,146.5,6,17.915245901639345,258.88,24.067096774193548,110.85,19.871311475409836,215.7,15,0,7,58.07000000000001
18057,2007,HAMILTON,149.6,166.4,7,20.455245901639344,116.32,21.850645161290323,48.949999999999996,22.532295081967213,173.35,6,0,12,42
18057,2008,HAMILTON,164,149.6,8,18.108196721311476,362.32,22.79258064516129,116.39,20.617213114754097,118.15,12,0,16,101.23000000000002
18057,2009,HAMILTON,172,164,9,18.894918032786887,268.84,20.308709677419355,67.58,19.724098360655738,124.38000000000001,1,0,6,70.63000000000001
18057,2010,HAMILTON,174.7,172,10,20.341967213114753,394.57,24.179032258064517,114.33,21.607868852459017,65.13,16,0,9,95.74000000000001
18057,2011,HAMILTON,124.9,174.7,11,19.389344262295083,296.31,25.884193548387096,41.339999999999996,19.88983606557377,213.70000000000002,24,3.210000000000001,12,62.75999999999999
18057,2012,HAMILTON,121.9,124.9,12,20.621639344262295,98.44000000000001,26.62451612903226,51.95,19.52688524590164,307.32,28,16.619999999999997,13,48.14
18057,2013,HAMILTON,173.6,121.9,13,19.677868852459017,226,22.08967741935484,49.5,20.519180327868852,117.31,7,0,13,54.97
18057,2014,HAMILTON,197.3,173.6,14,19.397868852459016,267.79,20.006774193548388,81.47,19.697540983606558,198.54,1,0,8,85.93
18057,2015,HAMILTON,145.4,197.3,15,19.61639344262295,328.96999999999997,22.273225806451613,169.49,20.664754098360657,98.6,4,0,7,99.31
18057,2016,HAMILTON,179.5,145.4,16,18.941803278688525,246.68,23.175806451612903,102.45,22.417213114754098,314.59000000000003,12,0,11,67.28
18057,2017,HAMILTON,155.7,179.5,17,18.578852459016392,357.64,23.07548387096774,192.76,20.053934426229507,74.64,7,0,13,94.82
18057,2018,HAMILTON,174.5,155.7,18,21.992295081967214,203.16,23.08516129032258,82.22,21.779016393442625,312.85,12,0,6,75.86000000000001
18057,2019,HAMILTON,156.7,174.5,19,18.665737704918033,260.01,24.780645161290323,71.39,21.687377049180327,116.48,20,0,9,79.19999999999999
18057,2020,HAMILTON,188.7,156.7,20,18.389344262295083,202.21,24.31032258064516,107.99,20.213770491803277,89.87,16,0,9,55.019999999999996
18057,2021,HAMILTON,216,188.7,21,18.671967213114755,188.7,22.880967741935486,123.15,21.810327868852458,205.65,11,0,10,58.03
18059,2001,HANCOCK,159.8,156.2,1,19.09245901639344,228.28,23.309677419354838,175.48,20.424590163934425,213.6,15,0,11,57.59
18059,2002,HANCOCK,117,159.8,2,18.55327868852459,304.78000000000003,24.674193548387095,73.95,22.240163934426228,160.99,22,0,9,75.59
18059,2003,HANCOCK,146.6,117,3,17.692131147540984,238.63,22.41548387096774,233.82999999999998,20.01360655737705,297.97,7,0,10,142.4
18059,2004,HANCOCK,168.9,146.6,4,19.90655737704918,288.09,22.049032258064518,117.33,19.999344262295082,114.35000000000001,7,0,12,74.89000000000001
18059,2005,HANCOCK,148.5,168.9,5,18.805737704918034,173.71,23.60483870967742,154.98,21.970983606557375,254.67,12,0,10,65.47
18059,2006,HANCOCK,155.4,148.5,6,17.947704918032787,288.88,23.789354838709677,121.22,19.83950819672131,209.07,15,0,7,70.87
18059,2007,HANCOCK,148.3,155.4,7,20.642459016393442,116.66,21.87258064516129,46.06,22.764098360655737,156.9,7,0,12,40.14
18059,2008,HANCOCK,151,148.3,8,18.11672131147541,416.26,22.649032258064516,136.51,20.646229508196722,120.42999999999999,12,0,16,126.02999999999997
18059,2009,HANCOCK,185,151,9,19.15770491803279,289.93,20.379354838709677,92.91,19.86672131147541,179.45999999999998,1,0,6,76.92000000000002
18059,2010,HANCOCK,153.5,185,10,20.589180327868853,412.11,24.49258064516129,102.04,21.75622950819672,71.99,19,0,9,94
18059,2011,HANCOCK,146.8,153.5,11,19.455901639344262,283.36,26.194193548387098,42.05,20.150655737704916,221.89000000000001,26,5.050000000000004,12,65.17000000000002
18059,2012,HANCOCK,90.5,146.8,12,20.92573770491803,109.99,26.785806451612903,39.839999999999996,19.791147540983605,300.44,28,19.389999999999993,16,57.26
18059,2013,HANCOCK,173.7,90.5,13,19.911803278688524,177.66,22.377096774193546,59.99,20.731639344262295,128.27,9,0,13,40.03
18059,2014,HANCOCK,188.6,173.7,14,19.807704918032787,271.2,20.34032258064516,82.02,19.858196721311476,179.57,2,0,10,90.14
18059,2015,HANCOCK,149.9,188.6,15,20.01704918032787,310.51,22.49258064516129,175.20000000000002,20.625737704918034,106.17,6,0,7,89.94999999999999
18059,2016,HANCOCK,172.4,149.9,16,19.070983606557377,218.67,23.409354838709678,106.5,22.605245901639343,292.81,11,0,11,53.28999999999999
18059,2017,HANCOCK,158.1,172.4,17,18.731311475409836,336.76,23.22290322580645,221.82999999999998,20.28688524590164,75.56,8,0,10,102.09999999999997
18059,2018,HANCOCK,187.5,158.1,18,22.193770491803278,222.73,23.38064516129032,123.67,22.10344262295082,335.81,13,0,6,71.18
18059,2019,HANCOCK,138.2,187.5,19,19.02360655737705,330.13,24.860967741935482,104.81,21.94967213114754,100.13,21,0,9,116
18059,2020,HANCOCK,188.5,138.2,20,18.66016393442623,237.64000000000001,24.43741935483871,100.67999999999999,20.24344262295082,110.78999999999999,17,0,9,61.370000000000005
18059,2021,HANCOCK,190.2,188.5,21,18.748852459016394,237.23,22.83483870967742,149.7,21.805573770491804,184.88,10,0,10,70.06
18061,2001,HARRISON,141.1,153.7,1,20.128688524590164,187.16,24.34,92.57,21.637868852459018,180.9,17,0,8,54.29000000000002
18061,2002,HARRISON,66.8,141.1,2,20.098032786885245,274.85,25.734193548387097,54.800000000000004,23.672459016393443,261.62,25,0,12,81.24000000000001
18061,2003,HARRISON,134.3,66.8,3,18.915081967213116,247.07999999999998,23.651935483870968,88.26,21.32295081967213,253.79,12,0,10,74.09
18061,2004,HARRISON,145.8,134.3,4,21.464262295081966,320.13,23.246774193548386,123.58,20.92327868852459,102.27,12,0,14,126.36999999999999
18061,2005,HARRISON,125.7,145.8,5,20.139016393442624,175.76,24.660967741935483,107.78999999999999,23.565245901639344,202.26999999999998,21,0,22,80.13000000000001
18061,2006,HARRISON,142.3,125.7,6,19.291147540983605,238,24.68258064516129,129.06,21.281967213114754,385.16,18,0,10,80.82999999999998
18061,2007,HARRISON,105.7,142.3,7,21.644426229508195,114.96,23.418064516129032,104.46,24.84672131147541,119.28,15,0,11,36.68
18061,2008,HARRISON,122,105.7,8,20.184426229508198,229.12,24.3341935483871,111.14,22.547704918032785,67.98,18,0,25,50.63
18061,2009,HARRISON,174,122,9,20.53934426229508,266.21,21.63290322580645,180.67,21.367704918032786,244,2,0,7,73.19999999999999
18061,2010,HARRISON,130,174,10,22.52327868852459,294.28999999999996,26.11258064516129,135.95,23.824754098360657,63.8,27,0,9,107.00999999999999
18061,2011,HARRISON,105.7,130,11,20.82688524590164,324.94,26.795483870967743,65.32,21.57622950819672,201.53,28,1.0399999999999991,11,97.82
18061,2012,HARRISON,52.2,105.7,12,22.025409836065574,197.8,27.594193548387096,99.85000000000001,21.620983606557377,251.72,30,34.220000000000006,10,76.63
18061,2013,HARRISON,168,52.2,13,20.761147540983607,266.06,23.150645161290324,96.89,22.039016393442623,134.02,12,0,10,78
18061,2014,HARRISON,178,168,14,21.388360655737706,163.96,22.380967741935482,117.67,21.73049180327869,193.01000000000002,10,0,10,68.60000000000001
18061,2015,HARRISON,173.1,178,15,21.541311475409834,244.47,24.593870967741935,182.69,22.099508196721313,123.36,17,0,11,101.3
18061,2016,HARRISON,149.8,173.1,16,20.584754098360655,238.6,25.23516129032258,171.63,23.814426229508197,192.49,20,0,10,101.33999999999997
18061,2017,HARRISON,162.5,149.8,17,20.376229508196722,264.35,24.914516129032258,96.72,21.373934426229507,190.98,21,0.07000000000000028,10,74.8
18061,2018,HARRISON,189.2,162.5,18,23.387868852459015,256.11,24.639032258064518,98.13,23.394098360655736,373.11,20,0.03999999999999915,11,71.88000000000002
18061,2019,HARRISON,133.7,189.2,19,20.98409836065574,353.68,25.43161290322581,86.19,24.047704918032785,92.06,25,0,9,89.34
18061,2020,HARRISON,182,133.7,20,19.877704918032787,243.52,25.76516129032258,192.26000000000002,21.539180327868852,225.54,25,0,5,96.78000000000003
18061,2021,HARRISON,188.4,182,21,20.195409836065572,146.23,24.546774193548387,221.61,23.04622950819672,253.71,18,0,12,102.55000000000001
18063,2001,HENDRICKS,160.7,144.2,1,19.020983606557376,198.21,22.890645161290323,149.81,20.21,192.91,13,0,11,65.46000000000001
18063,2002,HENDRICKS,147,160.7,2,18.40344262295082,292.13,24.631612903225808,66.96000000000001,21.982131147540983,176.82,20,0,10,77.23
18063,2003,HENDRICKS,158.6,147,3,17.37688524590164,246.14,22.48483870967742,246.60999999999999,19.97770491803279,319.90999999999997,7,0,10,125.69999999999999
18063,2004,HENDRICKS,177.7,158.6,4,19.60327868852459,283.47,21.831290322580646,154.93,19.69065573770492,97,3,0,13,68.38000000000001
18063,2005,HENDRICKS,145.7,177.7,5,18.69983606557377,165.87,23.40516129032258,126.84,21.892459016393442,233.21,11,0,8,68.48000000000002
18063,2006,HENDRICKS,154.9,145.7,6,17.878360655737705,256.9,23.963870967741936,90.42,19.705901639344262,190.97,12,0,7,58.00999999999999
18063,2007,HENDRICKS,154.3,154.9,7,20.421803278688525,120.78,21.90290322580645,60.93,22.62672131147541,160.3,4,0,7,35.629999999999995
18063,2008,HENDRICKS,147,154.3,8,17.785081967213113,431.83,22.54064516129032,169.39,20.434262295081968,123.77,8,0,13,158.95999999999998
18063,2009,HENDRICKS,179,147,9,18.979508196721312,300.84,20.18516129032258,111.36,19.797704918032785,148.28,0,0,6,84.08
18063,2010,HENDRICKS,162.5,179,10,20.281475409836066,369.76,24.189032258064515,113.48,21.78655737704918,38.61,15,0,9,83.5
18063,2011,HENDRICKS,130.3,162.5,11,19.154754098360655,277.7,25.78258064516129,29.269999999999996,20.06590163934426,181.04,23,1.2299999999999969,16,62.68000000000001
18063,2012,HENDRICKS,58.3,130.3,12,20.49377049180328,85.72,27.008387096774193,18.91,19.58049180327869,347.18,29,20.6,8,51.720000000000006
18063,2013,HENDRICKS,183.6,58.3,13,19.287704918032787,225.87,21.79290322580645,71.53,20.52639344262295,140.49,7,0,21,60.849999999999994
18063,2014,HENDRICKS,198.5,183.6,14,19.120983606557377,256.66,19.88,77.42,19.621475409836066,164.63,0,0,7,70.13
18063,2015,HENDRICKS,149.7,198.5,15,19.57672131147541,276.19,22.302258064516128,259.1,20.47639344262295,94.34,4,0,7,131.66999999999996
18063,2016,HENDRICKS,178.8,149.7,16,18.99622950819672,231.28,23.244516129032256,129.59,22.30688524590164,278.9,9,0,11,50.37000000000003
18063,2017,HENDRICKS,183.3,178.8,17,18.531803278688525,276.27,23.218709677419355,169.78,20.379016393442623,56.23,7,0,10,89.03
18063,2018,HENDRICKS,206.9,183.3,18,22.10344262295082,205.27,23.284193548387098,66.74,21.751475409836065,288.09,13,0,6,65.03999999999999
18063,2019,HENDRICKS,176.2,206.9,19,18.710819672131148,288.15,24.384193548387096,84.95,21.69967213114754,148.62,17,0,9,94.48000000000002
18063,2020,HENDRICKS,205.2,176.2,20,18.41639344262295,234.53,24.289677419354838,118.59,20.064098360655738,79.35,17,0,9,70.3
18063,2021,HENDRICKS,208.3,205.2,21,18.62672131147541,232.69,22.769354838709678,137.4,21.892295081967212,172.06,10,0,8,66.75000000000003
18065,2001,HENRY,160.8,155.5,1,18.74655737704918,257.94,22.606129032258064,182.04,19.915081967213116,201.5,12,0,10,60.489999999999995
18065,2002,HENRY,113.1,160.8,2,18.19016393442623,264.99,24.240967741935485,50.81999999999999,21.818524590163936,163.79,20,0,9,73.66999999999999
18065,2003,HENRY,153.5,113.1,3,17.228032786885244,226.69,21.752903225806453,230.60999999999999,19.55311475409836,330.73,7,0,10,159.79
18065,2004,HENRY,163.7,153.5,4,19.36016393442623,316.33,21.458709677419353,111.83,19.319016393442624,100.81,3,0,12,94.19999999999999
18065,2005,HENRY,154.1,163.7,5,18.248852459016394,169.96,23.37258064516129,113.01,21.701803278688523,250.39000000000001,13,0,10,56.75
18065,2006,HENRY,157.4,154.1,6,17.51737704918033,284.4,23.399677419354838,116.49,19.312622950819673,215.2,12,0,7,72.94
18065,2007,HENRY,147.3,157.4,7,20.15655737704918,104.67999999999999,21.18709677419355,53.91,22.031967213114754,190.07,4,0,7,36.28999999999999
18065,2008,HENRY,161,147.3,8,17.701147540983605,384.45,21.873870967741937,126.03,20.032295081967213,93.92,5,0,16,110.95000000000002
18065,2009,HENRY,187,161,9,18.632131147540985,262.43,19.89483870967742,84.01,19.341803278688523,160.57,1,0,6,63.89
18065,2010,HENRY,160.9,187,10,19.978196721311477,397.23,23.789032258064516,112.27,21.211803278688524,70.88,15,0,9,84.14999999999998
18065,2011,HENRY,149.9,160.9,11,19.094754098360657,278.42,25.56064516129032,55.99,19.545245901639344,244.15,24,3.4000000000000057,8,69.01
18065,2012,HENRY,92.4,149.9,12,20.314098360655738,123.07,26.101612903225806,52.41,19.271147540983605,283.29,27,13.820000000000007,13,58.129999999999995
18065,2015,HENRY,158,192.9,15,19.558688524590163,334.16,21.876129032258063,133.64,20.077540983606557,113.78,4,0,7,77.80000000000001
18065,2016,HENRY,177.6,158,16,18.614590163934427,217.52,22.975806451612904,80.34,22.321311475409836,251.25,11,0,11,47.84
18065,2017,HENRY,172.7,177.6,17,18.145573770491804,342,22.67516129032258,215.27,19.749344262295082,87.19,6,0,10,79.89000000000004
18065,2018,HENRY,198.5,172.7,18,21.602622950819672,238.09,22.72483870967742,115.19,21.730655737704918,335.2,12,0,6,78.96000000000001
18065,2021,HENRY,204.2,196.6,21,18.63327868852459,203.09,22.53548387096774,156.76999999999998,21.727049180327867,196.49,9,0,11,74.85999999999996
18067,2001,HOWARD,169.1,151.1,1,18.795409836065573,195.17,22.428387096774195,144.93,19.660983606557377,196.12,13,0,8,54.84
18067,2002,HOWARD,141.5,169.1,2,18.052295081967213,178.77,24.615161290322582,77.27,21.492622950819673,174.98,21,0,11,51.34
18067,2003,HOWARD,152.6,141.5,3,17.269180327868852,242.3,22.23225806451613,354.63,19.955081967213115,303.25,7,0,11,253.85000000000002
18067,2004,HOWARD,183.1,152.6,4,19.330327868852457,323.88,21.79193548387097,142.07,19.53672131147541,195.32,7,0,7,128.35000000000005
18067,2005,HOWARD,168.6,183.1,5,18.744918032786885,135.13,23.296774193548387,121.53,21.688032786885245,221.61,11,0,8,56.410000000000004
18067,2006,HOWARD,166.4,168.6,6,17.637704918032785,248.26,23.706774193548387,106.88,19.550819672131148,218.79,12,0,7,71.97
18067,2007,HOWARD,170.5,166.4,7,20.184754098360656,139.14,21.4158064516129,62.989999999999995,21.820655737704918,202.78,5,0,7,46.57000000000001
18067,2008,HOWARD,188,170.5,8,17.61885245901639,342.68,22.384193548387096,86.88,20.102459016393443,132.14,6,0,16,75.74000000000001
18067,2009,HOWARD,186,188,9,18.82245901639344,216.95,20.183548387096774,59.45,19.588360655737706,104.72,1,0,6,64.86
18067,2010,HOWARD,169.4,186,10,19.912295081967212,389.45,23.886774193548387,89.74000000000001,21.32639344262295,117.26,14,0,9,82.23000000000002
18067,2011,HOWARD,163.9,169.4,11,19.23032786885246,310.13,25.493548387096773,56.22,19.573606557377047,241.32999999999998,23,2.1399999999999935,11,88.22999999999999
18067,2012,HOWARD,154.2,163.9,12,20.36622950819672,105.55,25.90774193548387,83.97,19.431311475409835,234,25,10.780000000000001,6,46.21000000000001
18067,2015,HOWARD,160.4,200.6,15,19.318032786885247,429.74,21.943870967741937,96.53,20.757377049180327,132.94,4,0,7,88.75999999999999
18067,2016,HOWARD,192.7,160.4,16,18.504754098360657,206.57,22.83,81.73,22.225737704918032,218.54999999999998,11,0,13,47.29999999999998
18067,2017,HOWARD,185.1,192.7,17,18.23655737704918,368.04,22.85225806451613,179.26,19.8,109.48,5,0,12,87.07000000000001
18067,2018,HOWARD,215.7,185.1,18,21.437868852459015,215.88,22.80741935483871,93.19,21.628360655737705,374.1,12,0,6,96.97000000000001
18067,2019,HOWARD,185.7,215.7,19,18.31655737704918,283.61,24.711290322580645,68.58,21.134262295081967,116.42999999999999,20,0,9,56.140000000000015
18067,2020,HOWARD,213.1,185.7,20,18.144918032786887,215.62,24.06258064516129,87.68,19.78688524590164,124.73,16,0,8,85.55
18067,2021,HOWARD,227,213.1,21,18.431475409836064,226.49,22.600967741935484,115.3,21.586721311475408,157.74,10,0,7,58.29
18069,2001,HUNTINGTON,161,140.9,1,18.691475409836066,222.19,22.67483870967742,141.83,19.96344262295082,224.68,12,0,10,55.890000000000015
18069,2002,HUNTINGTON,90.8,161,2,17.92622950819672,182.03,24.732580645161292,66.95,21.698032786885246,153.55,22,0.17999999999999972,9,65.11000000000001
18069,2003,HUNTINGTON,144.3,90.8,3,17.189180327868854,302.86,22.379677419354838,278.3,19.966229508196722,333.91,7,0,6,204.26
