fips,year,county,corn_yield,lag1_yield,year_centered,w01_early_tavg,w02_early_prcp,w03_repro_tavg,w04_repro_prcp,w05_grainfill_tavg,w06_grainfill_prcp,e01_hot_days_30,e02_heat_above_35,e03_longest_dry_spell,e04_max_5day_prcp
18001,2016,ADAMS,159.5,103.5,16,18.6072131147541,178.76,23.300645161290323,53.33,22.088032786885247,238.37,15,0,12,38.96000000000001
18001,2017,ADAMS,169.8,159.5,17,18.125573770491805,333.49,22.43806451612903,140.75,19.650163934426228,109.66,3,0,12,77.89
18001,2018,ADAMS,194.5,169.8,18,21.108360655737705,250.86,22.723225806451612,75.97,21.568524590163936,259.28,12,0,7,95.15
18001,2019,ADAMS,169.7,194.5,19,18.27606557377049,296.01,24.475161290322582,113.33,20.963606557377048,129.08,18,0,7,62.48000000000002
18001,2020,ADAMS,179.9,169.7,20,18.324426229508198,184.22,24.738709677419354,81.85000000000001,19.86622950819672,139.32999999999998,20,0,17,83.83000000000001
18003,2001,ALLEN,150.2,135.3,1,18.34327868852459,203.42,22.516774193548386,123.92,19.693934426229507,207.4,13,0,10,58.379999999999995
18003,2002,ALLEN,116.1,150.2,2,17.60983606557377,196.44,24.661290322580644,73.29,21.45377049180328,135.45,21,0.10999999999999943,11,69.13
18003,2003,ALLEN,151.8,116.1,3,16.741147540983608,273.89,22.12516129032258,230.44,19.621803278688525,285.07,6,0,8,155.98000000000002
18003,2004,ALLEN,156.5,151.8,4,18.659016393442624,313.33,21.768064516129034,141.42,19.408524590163935,167.36,7,0,4,97.48000000000002
18003,2005,ALLEN,157.2,156.5,5,18.248524590163935,97.86,23.74741935483871,131.7,21.50393442622951,158.66,17,0,9,43.72
18003,2006,ALLEN,165.3,157.2,6,17.665737704918033,221.26999999999998,23.684838709677418,119.53,19.266065573770494,157.49,12,0,7,82.23
18003,2007,ALLEN,157.2,165.3,7,19.944754098360654,87.25999999999999,21.941935483870967,73.03,21.32049180327869,287.13,8,0,10,43.099999999999994
18003,2008,ALLEN,151,157.2,8,17.57622950819672,236.29,22.541612903225808,79.45,20.561311475409838,131.45,9,0,13,46.61
18003,2009,ALLEN,177,151,9,18.19573770491803,176.97,20.136451612903226,85.17,19.39967213114754,148.65,1,0,5,38.14999999999999
18003,2010,ALLEN,150.7,177,10,19.887377049180326,311.48,24.414516129032258,78.17,20.991967213114755,106.92,19,0,9,79.4
18003,2011,ALLEN,131.6,150.7,11,19.042459016393444,269.08,25.99741935483871,30.66,19.594754098360657,241.18,28,5.579999999999991,10,102.49999999999999
18003,2012,ALLEN,109,131.6,12,20.570655737704918,73.41,26.159354838709678,88.7,19.19672131147541,194.89000000000001,25,18.450000000000003,12,45.08
18003,2013,ALLEN,180.7,109,13,19.375245901639342,206.69,22.08774193548387,88.99,19.682131147540982,135.14000000000001,7,0,8,74.71
18003,2014,ALLEN,185.8,180.7,14,18.9,234.44,20.070645161290322,62.699999999999996,19.347377049180327,230.44,1,0,7,85.41
18003,2015,ALLEN,120.7,185.8,15,19.08672131147541,400.27,21.52935483870968,163.81,20.388032786885248,159.23000000000002,4,0,6,106.54000000000002
18003,2016,ALLEN,157.9,120.7,16,18.424918032786884,208.77,23.30290322580645,47.11,22.008360655737704,213.66,18,0,12,53.93000000000001
18003,2017,ALLEN,167.6,157.9,17,18.029016393442625,341.48,22.511612903225807,135.29,19.524426229508197,120.19,4,0,7,76.62
18003,2018,ALLEN,181.7,167.6,18,20.790655737704917,249.64000000000001,22.891612903225806,76.74,21.554098360655736,236.19,12,0,10,83
18003,2019,ALLEN,182,181.7,19,17.887868852459018,249.07,24.288064516129033,107.35,20.70672131147541,186,17,0,7,42.44
18003,2020,ALLEN,165.2,182,20,17.974918032786885,157.41,24.395806451612902,76.64,19.63639344262295,140.24,20,0,17,80.05
18003,2021,ALLEN,197.4,165.2,21,18.34229508196721,248.1,22.649354838709677,140.13,21.347868852459015,190.84,9,0,8,65.14999999999999
18005,2001,BARTHOLOMEW,159.7,153.7,1,19.80295081967213,242.7,23.558064516129033,134.47,21.075901639344263,231.21,15,0,8,50.84000000000003
18005,2002,BARTHOLOMEW,108.2,159.7,2,19.277377049180327,344.52,25.3,43.95,22.96344262295082,179.55,24,0,9,101.67000000000002
18005,2003,BARTHOLOMEW,137.3,108.2,3,18.397540983606557,279.48,23.41,207.76,20.73967213114754,207.82,8,0,15,108.20000000000005
18005,2004,BARTHOLOMEW,166.7,137.3,4,20.884754098360656,283.18,22.81,151.46,20.610983606557376,120.08,12,0,13,84.32000000000001
18005,2005,BARTHOLOMEW,145.3,166.7,5,19.255737704918033,216.42,24.279032258064515,99.14999999999999,22.75344262295082,260.03000000000003,18,0,10,76.14
18005,2006,BARTHOLOMEW,153.5,145.3,6,18.62016393442623,272.61,24.128387096774194,113.81,20.61672131147541,248.03,15,0,7,55.52
18005,2007,BARTHOLOMEW,141.5,153.5,7,21.074754098360657,107.67999999999999,22.441612903225806,68.95,23.83754098360656,116.86,11,0,11,32.89999999999999
18005,2008,BARTHOLOMEW,141,141.5,8,18.852131147540984,390.12,23.258387096774193,120.44,21.188852459016392,90.78999999999999,13,0,16,117.26000000000002
18005,2009,BARTHOLOMEW,175,141,9,19.937868852459015,297.48,20.85258064516129,184.27,20.43344262295082,235.54,1,0,6,79.63000000000001
18005,2010,BARTHOLOMEW,129.9,175,10,21.09377049180328,363.51,24.87516129032258,50.98,22.569180327868853,37.85,20,0,9,88.15
18005,2011,BARTHOLOMEW,120.7,129.9,11,19.874426229508195,335.55,26.53322580645161,35.199999999999996,20.948032786885246,179.26,25,2.8699999999999903,16,87.43
18005,2012,BARTHOLOMEW,78.8,120.7,12,21.360983606557376,76.52,27.18,48.05,20.704590163934427,198.39999999999998,27,21.38000000000001,10,32.12
18005,2013,BARTHOLOMEW,176.6,78.8,13,20.24983606557377,201.02,22.811612903225807,57.449999999999996,21.2655737704918,103.42,10,0,13,46.95000000000002
18005,2014,BARTHOLOMEW,200.3,176.6,14,20.30950819672131,238.33,21.09032258064516,139.75,20.49344262295082,148.65,4,0,8,66.51
18005,2015,BARTHOLOMEW,161,200.3,15,20.564098360655738,266.69,23.126451612903224,277.45,21.345081967213115,107.7,11,0,11,124.04000000000002
18005,2016,BARTHOLOMEW,171.2,161,16,19.769344262295082,157.1,23.738064516129032,175.63,23.099836065573772,335.94,13,0,7,78.26999999999998
18005,2021,BARTHOLOMEW,200,187.5,21,19.10311475409836,296.56,23.372258064516128,200.89000000000001,22.285409836065572,230.98,11,0,8,90.27999999999997
18007,2001,BENTON,159.3,139.3,1,19.03688524590164,178.64000000000001,22.798709677419353,133.38,19.711967213114754,187.31,14,0,8,61.129999999999995
18007,2002,BENTON,160.1,159.3,2,18.234098360655736,209.05,24.468387096774194,116.51,20.818852459016394,196.73,20,0.03999999999999915,11,70.56
18007,2003,BENTON,164.1,160.1,3,17.30639344262295,216.41,22.365806451612904,276.49,19.961311475409836,245.73,9,0,11,140.47
18007,2004,BENTON,170.8,164.1,4,19.26049180327869,373.83,21.77516129032258,100.92999999999999,19.345245901639345,210.46,4,0,7,160.19000000000003
18007,2005,BENTON,166,170.8,5,19.113114754098362,88.11,23.46290322580645,155.22,21.77327868852459,201.37,13,0,8,60.44
18007,2006,BENTON,167.2,166,6,18.081147540983608,195.42,23.99967741935484,142.68,19.470655737704917,194.98,14,0,7,66.23
18007,2007,BENTON,170.5,167.2,7,20.33672131147541,130.18,21.36225806451613,68.92999999999999,22.08672131147541,152.96,5,0,7,45.639999999999986
18007,2008,BENTON,187,170.5,8,17.952295081967215,266.59,22.502903225806453,102.74,19.93262295081967,202.1,8,0,7,78.59000000000002
18007,2009,BENTON,185,187,9,18.987377049180328,252.57999999999998,20.26290322580645,75.94,19.32688524590164,110.59,0,0,11,98.08999999999999
18007,2010,BENTON,165.9,185,10,20.239016393442622,376.77,24.383870967741935,83.07,21.305245901639346,141.75,17,0,9,80.32
18007,2011,BENTON,165.5,165.9,11,19.131639344262293,279.33,25.67516129032258,73.24,19.688360655737704,186.82999999999998,22,4.510000000000005,14,82.71000000000001
18007,2012,BENTON,116.9,165.5,12,20.705573770491803,145.10999999999999,26.225161290322582,43.68,19.42622950819672,237.57,28,19.370000000000005,7,39.72
18007,2013,BENTON,181.1,116.9,13,19.50672131147541,263.84999999999997,21.88806451612903,56.86,20.404754098360655,119.99,7,0,9,74.10999999999999
18007,2014,BENTON,202.4,181.1,14,19.465737704918034,303.84,19.976451612903226,103.09,19.467540983606558,260.84,1,0,7,77.63
18007,2015,BENTON,169.3,202.4,15,19.42081967213115,406.43,22.066451612903226,182.63,20.621311475409836,167.95,7,0,6,102.14000000000004
18007,2016,BENTON,199.2,169.3,16,18.90983606557377,172.47,22.851290322580645,160.27,22.088032786885247,261.17,9,0,12,88.97
18007,2017,BENTON,199.2,199.2,17,18.332131147540984,306.48,22.933870967741935,120.28,19.56655737704918,147.13,9,0,9,80.02000000000001
18007,2018,BENTON,201.7,199.2,18,21.64688524590164,238.81,22.55548387096774,61.21,21.585573770491802,219.49,9,0,6,78.94999999999999
18007,2019,BENTON,186.2,201.7,19,18.38213114754098,248.51,24.162258064516127,71.86,21.154754098360655,149.57,18,0,12,54.66999999999999
18007,2020,BENTON,204.5,186.2,20,18.57918032786885,199.06,23.988387096774193,101.28,19.64672131147541,116.16,14,0,10,72.11
18007,2021,BENTON,190,204.5,21,19.00311475409836,291.21,22.612903225806452,114.12,21.9627868852459,130.22,10,0,11,101.08000000000001
18009,2001,BLACKFORD,160.9,144.8,1,18.928688524590164,230.37,22.752903225806453,123.44,19.85704918032787,221.45,12,0,10,64.09
18009,2002,BLACKFORD,101.1,160.9,2,18.327540983606557,197.57,24.82709677419355,73.10000000000001,21.794426229508197,187.54999999999998,24,0.04999999999999716,9,68.69999999999999
18009,2003,BLACKFORD,135.9,101.1,3,17.469016393442622,258.77,22.18548387096774,229.53,19.97311475409836,328.3,7,0,7,177.40999999999997
18009,2004,BLACKFORD,155,135.9,4,19.361475409836064,276.05,21.880645161290325,104.56,19.69950819672131,143.31,8,0,5,104.86999999999998
18009,2005,BLACKFORD,154.5,155,5,18.644754098360657,106.27,23.758709677419354,84.17999999999999,21.76295081967213,247.46,15,0,9,35.010000000000005
18009,2006,BLACKFORD,151.7,154.5,6,17.808524590163934,242.89,23.856451612903225,103.98,19.65655737704918,200.18,12,0,7,75.5
18009,2007,BLACKFORD,142.1,151.7,7,20.438524590163933,92.89,21.700645161290325,57.169999999999995,22.078032786885245,243.95,6,0,7,30.92
18009,2008,BLACKFORD,156,142.1,8,18.08360655737705,289.45,22.61774193548387,96.01,20.52983606557377,113.13,10,0,16,62.45
18009,2009,BLACKFORD,165,156,9,18.85688524590164,222.52,20.576451612903227,56.5,19.85049180327869,100.5,1,0,6,52.74000000000001
18009,2010,BLACKFORD,149.7,165,10,20.221311475409838,362.15000000000003,24.520967741935483,103.61,21.50983606557377,108.81,19,0,9,58.30000000000001
18009,2011,BLACKFORD,160.8,149.7,11,19.41901639344262,232.92000000000002,26.11806451612903,49.339999999999996,19.797377049180326,220.92,27,5.510000000000012,10,55.56
18009,2012,BLACKFORD,119.2,160.8,12,20.868524590163933,99.8,26.121612903225806,73.71000000000001,19.614918032786886,256.9,25,11.949999999999996,12,41.3
18009,2013,BLACKFORD,172.5,119.2,13,19.859016393442623,224.79999999999998,22.151935483870968,79.11,19.998688524590165,165.02,8,0,12,62.72
18009,2014,BLACKFORD,157.1,172.5,14,19.437213114754098,264.07,20.349354838709676,44.92,19.645901639344263,282.34999999999997,1,0,8,80.16
18009,2015,BLACKFORD,117.5,157.1,15,19.487704918032787,399.6,22.18,176.65,20.621639344262295,121.16,4,0,6,98.72000000000003
18009,2016,BLACKFORD,173.9,117.5,16,18.88967213114754,157.64,23.40258064516129,62.35,22.4827868852459,250.29999999999998,14,0,12,32.91999999999999
18009,2017,BLACKFORD,179.2,173.9,17,18.495573770491802,329.23,22.900645161290324,122.24000000000001,19.992786885245902,95.63,7,0,12,74.22999999999999
18009,2018,BLACKFORD,201,179.2,18,21.595573770491804,213.29,22.93967741935484,108.14,21.71967213114754,275.6,12,0,6,86.05
18009,2021,BLACKFORD,205.9,187.9,21,18.74622950819672,186.64,22.90064516129032,106.75,21.840655737704918,202.26999999999998,11,0,10,60.93000000000001
18011,2001,BOONE,158.8,137.2,1,18.856229508196723,186.93,22.726774193548387,148.28,19.93262295081967,197.55,13,0,8,58.900000000000006
18011,2002,BOONE,151.2,158.8,2,18.228032786885247,312.49,24.34548387096774,74.13,21.463606557377048,211.57,18,0,10,78.64000000000001
18011,2003,BOONE,145.6,151.2,3,17.248360655737706,257.08,22.28,267.09000000000003,19.94573770491803,311.16,7,0,10,153.13
18011,2004,BOONE,178.6,145.6,4,19.472295081967214,284.41,21.676451612903225,107.89,19.59426229508197,109.57,3,0,7,85.9
18011,2005,BOONE,163.6,178.6,5,18.573442622950818,149.64,23.135161290322582,144.59,21.711475409836066,213.84,10,0,8,66.64
18011,2006,BOONE,163.9,163.6,6,17.71655737704918,264.54,23.933548387096774,112.02,19.478196721311477,229.18,12,0,7,64.14
18011,2007,BOONE,154,163.9,7,20.33983606557377,123.67,21.57032258064516,64.83,22.320983606557377,165.73,4,0,7,39.419999999999995
18011,2008,BOONE,173,154,8,17.742295081967214,368.37,22.428387096774195,139.47,20.100983606557378,133.79,7,0,16,112.35
18011,2009,BOONE,182,173,9,18.75967213114754,247.4,20.01258064516129,86.31,19.42590163934426,124.57,0,0,6,70.68
18011,2010,BOONE,154.9,182,10,20.101475409836066,385.29,23.813225806451612,139.23,21.431639344262294,58.04,14,0,9,88.33000000000004
18011,2011,BOONE,159.1,154.9,11,19.11262295081967,247.81,25.36967741935484,66.9,19.67590163934426,196.56,21,0.8399999999999963,12,64.68
18011,2012,BOONE,91.6,159.1,12,20.455081967213115,98.42,26.474193548387095,27.029999999999998,19.430491803278688,295.21,28,15.940000000000019,8,50.379999999999995
18011,2013,BOONE,189.8,91.6,13,19.294098360655738,231.72,21.659354838709678,56.190000000000005,20.26049180327869,113.89,7,0,17,62.52999999999999
18011,2014,BOONE,200.6,189.8,14,19.19672131147541,248.35,19.739354838709676,81.47,19.49098360655738,190.43,0,0,8,70.22
18011,2015,BOONE,136.5,200.6,15,19.439836065573772,322.29,22.020967741935483,210.82,20.48311475409836,95.64,4,0,7,114.59000000000003
18011,2016,BOONE,180.1,136.5,16,18.842131147540982,230.99,22.910967741935483,128.73,22.095409836065574,250.35999999999999,7,0,11,61.94
18011,2017,BOONE,184.4,180.1,17,18.47622950819672,294.99,22.906129032258065,172.71,20.03983606557377,67.13,7,0,13,85.95999999999998
18011,2018,BOONE,198.9,184.4,18,21.84229508196721,218.23,22.75193548387097,67.57,21.49377049180328,302.77,13,0,6,71.10000000000001
18011,2019,BOONE,177.3,198.9,19,18.527049180327868,262.81,24.30677419354839,67.85000000000001,21.400163934426228,146.41,17,0,9,71.22000000000003
18011,2020,BOONE,221.9,177.3,20,18.26672131147541,199.42000000000002,23.99258064516129,142.36,19.831967213114755,67.37,13,0,10,66.04999999999998
18011,2021,BOONE,209.8,221.9,21,18.541639344262293,193.6,22.563548387096773,143.05,21.719180327868852,159.09,9,0,10,65.62
18013,2010,BROWN,83.9,154,10,20.75983606557377,369.85,24.587096774193547,57.940000000000005,22.25311475409836,35.67,19,0,9,81.57999999999998
18015,2001,CARROLL,170.2,143.2,1,18.943770491803278,211.42,22.81290322580645,159.02,19.8572131147541,197.23,15,0,8,60.5
18015,2002,CARROLL,155.4,170.2,2,18.321967213114753,196.76,24.623870967741937,90.83,21.42688524590164,155.31,22,0,11,56.60000000000001
18015,2003,CARROLL,158.5,155.4,3,17.39655737704918,211.42,22.323225806451614,353.48,20.05983606557377,267.66,9,0,11,229.74000000000004
18015,2004,CARROLL,188.6,158.5,4,19.233934426229506,317.22,21.80516129032258,134.27,19.395737704918034,188.79,5,0,7,116.17000000000002
18015,2005,CARROLL,178.6,188.6,5,18.86360655737705,129.82,23.248387096774195,148.81,21.777213114754097,225.91,10,0,8,58.08000000000001
18015,2006,CARROLL,174,178.6,6,17.93377049180328,240.73000000000002,23.996774193548386,111.6,19.72967213114754,202.14000000000001,13,0,6,75.55000000000001
18015,2007,CARROLL,186.8,174,7,20.141639344262295,176.78,21.498709677419356,91.38,21.85,204.93,4,0,7,52.72999999999999
18015,2008,CARROLL,194,186.8,8,17.924918032786884,281.84,22.61709677419355,90.83,20.09344262295082,185.67000000000002,7,0,8,72.47999999999999
18015,2009,CARROLL,175,194,9,18.985573770491804,261.15999999999997,20.376774193548385,53.18,19.575245901639345,104.23,0,0,6,91.67999999999999
18015,2010,CARROLL,170.1,175,10,20.20016393442623,419.86,24.00516129032258,109.55,21.437377049180327,116.06,15,0,9,88.12
18015,2011,CARROLL,167.7,170.1,11,19.48639344262295,294.12,25.713225806451614,85.79,19.800983606557377,218.86,24,3.29999999999999,10,92.38
18015,2012,CARROLL,115.5,167.7,12,20.71344262295082,99.74,26.220645161290324,62.37,19.659016393442624,240.17000000000002,26,15.659999999999997,6,35.55000000000001
18015,2013,CARROLL,197.1,115.5,13,19.689344262295084,229.56,22.15290322580645,73.18,20.268524590163935,140.95,7,0,9,65.48
18015,2014,CARROLL,205.3,197.1,14,19.468360655737705,217.06,20.08258064516129,66.64,19.63344262295082,298.61,1,0,8,76.35000000000001
18015,2015,CARROLL,157.2,205.3,15,19.551639344262295,383.09,22.093870967741935,114.94,20.882786885245903,135.11,5,0,7,85.86999999999998
18015,2016,CARROLL,197.8,157.2,16,18.873606557377048,190.66,23.00193548387097,105.46000000000001,22.29590163934426,254.15,12,0,13,56.25000000000003
18015,2017,CARROLL,181.5,197.8,17,18.33049180327869,359.5,23.041612903225808,182.52,19.82639344262295,138.71,6,0,13,96.49000000000004
18015,2018,CARROLL,204.7,181.5,18,21.65590163934426,272.18,22.853870967741937,82.71,21.737540983606557,288.34,10,0,6,108.32
18015,2019,CARROLL,194.6,204.7,19,18.37934426229508,238.99,24.664193548387097,93.21,21.208360655737703,128.51,19,0,9,46.589999999999996
18015,2020,CARROLL,209.6,194.6,20,18.564262295081967,183.08,24.214193548387097,75.25,19.87688524590164,132.68,16,0,10,73.06
18017,2001,CASS,161.2,148.4,1,18.64065573770492,233.38,22.63193548387097,150.4,19.61393442622951,191.22,14,0,8,61
18017,2002,CASS,139.6,161.2,2,17.83688524590164,176.85,24.628387096774194,99.57000000000001,21.340819672131147,137.17,22,0,11,63.059999999999995
18017,2003,CASS,139,139.6,3,17.13967213114754,228.49,22.096129032258066,367.62,19.9627868852459,296.26,7,0,11,253.95999999999998
18017,2004,CASS,178.4,139,4,18.938360655737704,309.78,21.767419354838708,134.75,19.30688524590164,198.17,6,0,7,111.43
18017,2005,CASS,171.9,178.4,5,18.7672131147541,124.22999999999999,23.39709677419355,141.36,21.6272131147541,211.29,13,0,10,52.849999999999994
18017,2006,CASS,153.7,171.9,6,17.655573770491802,259.34,23.739032258064515,112,19.482131147540983,220.15,12,0,6,83.64
18017,2007,CASS,176.7,153.7,7,20.02409836065574,155.95,21.533870967741937,90.63,21.597868852459015,218.98,5,0,7,48.739999999999995
18017,2008,CASS,183,176.7,8,17.572131147540983,257.61,22.34774193548387,81.37,20.089344262295082,190.85999999999999,6,0,9,58.209999999999994
18017,2009,CASS,164,183,9,18.648852459016393,230.48,20.18774193548387,56.08,19.542459016393444,129.18,0,0,6,80.52000000000001
18017,2010,CASS,148.3,164,10,19.905409836065573,396.25,24.10516129032258,109.53999999999999,21.28327868852459,123.45,17,0,9,77.42000000000002
18017,2011,CASS,149.1,148.3,11,19.207377049180327,276.81,25.513870967741937,65.43,19.586393442622953,256.56,24,3.0400000000000063,8,87.94
18017,2012,CASS,108,149.1,12,20.42639344262295,85.34,26.05741935483871,92.09,19.548524590163932,199.12,25,14.509999999999998,6,45.82000000000001
18017,2013,CASS,192.3,108,13,19.50704918032787,239.27,22.149354838709677,74.42,20.101967213114754,139.39000000000001,8,0,9,71.91
18017,2014,CASS,195.9,192.3,14,19.361967213114752,203.79999999999998,20.149032258064516,59.93,19.624590163934425,280.04,2,0,11,71.37
18017,2015,CASS,129.4,195.9,15,19.345409836065574,401.64,22.021290322580644,100.59,20.847213114754098,133.43,5,0,7,99.88000000000002
18017,2016,CASS,189.6,129.4,16,18.680819672131147,175.33,23.135483870967743,88.17,22.282459016393442,245.74,15,0,13,40.43000000000001
18017,2017,CASS,181.1,189.6,17,18.128524590163934,310.21,22.97225806451613,201.11,19.768852459016394,123.25999999999999,4,0,13,82.51999999999998
18017,2018,CASS,195.5,181.1,18,21.334426229508196,229.95000000000002,22.981290322580644,83.04,21.611147540983605,271.86,12,0,6,94.38999999999999
18019,2001,CLARK,149.1,142.1,1,20.36639344262295,230.60999999999999,24.43,119.36,21.714918032786883,193.8,18,0,8,56.470000000000006
18019,2002,CLARK,91.7,149.1,2,20.17573770491803,293.61,25.903548387096773,50.82,23.828524590163934,214.44,26,0,12,70.03999999999999
18019,2003,CLARK,143.2,91.7,3,19.018852459016394,281.09,23.84548387096774,125.86,21.47311475409836,273.34,11,0,10,87.52999999999999
18019,2004,CLARK,146.6,143.2,4,21.67967213114754,316.68,23.38774193548387,175.76,21.127704918032787,87.39,13,0,14,126.32
18019,2005,CLARK,109.4,146.6,5,20.167377049180327,177.75,24.95032258064516,81.67999999999999,23.70344262295082,225.21,22,0.17999999999999972,22,61.61999999999999
18019,2006,CLARK,138,109.4,6,19.32262295081967,242.97,25.041612903225808,112.52,21.431311475409835,361.76,20,0,10,71.53999999999996
18019,2007,CLARK,127.5,138,7,21.631311475409834,129.37,23.438709677419354,107.89,24.795409836065573,111.6,16,0,10,38.75999999999999
18019,2008,CLARK,138,127.5,8,20.068852459016394,277.34,24.274516129032257,90.19,22.450655737704917,91.15,20,0,20,55.38000000000001
18019,2009,CLARK,155,138,9,20.623770491803278,317.65,21.70806451612903,195.51,21.394754098360657,294.73,0,0,8,81.35000000000002
18019,2010,CLARK,136.9,155,10,22.279344262295083,322.34,26.136774193548387,109.16,23.61,69.65,27,0,9,94.92
18019,2011,CLARK,115.9,136.9,11,20.681147540983606,339.29,27.170645161290324,82.03999999999999,21.68672131147541,204.93,30,3.5700000000000074,14,94.78999999999999
18019,2012,CLARK,69.9,115.9,12,22.134426229508197,213.73,27.48032258064516,82.61,21.625245901639346,223.97,27,27.570000000000007,10,86
18019,2013,CLARK,161.2,69.9,13,20.735245901639345,285.17,23.295483870967743,135.52,22.16639344262295,153.62,12,0,10,92.73000000000002
18019,2014,CLARK,173.3,161.2,14,21.811967213114755,173.04,22.447096774193547,108.81,21.736065573770492,226.19,10,0,10,69.55
18019,2015,CLARK,162.1,173.3,15,21.544262295081968,265.88,24.563225806451612,247.84,22.028524590163933,119.96,17,0,11,117.68
18019,2016,CLARK,140.5,162.1,16,20.577704918032786,244.84,25.40225806451613,131.43,24.039016393442623,240.42,20,0,6,65.44
18019,2017,CLARK,158.8,140.5,17,20.45016393442623,273.96,25.133225806451613,94.01,21.435245901639345,198.38,21,0.020000000000003126,10,64.06
18019,2018,CLARK,178.7,158.8,18,23.511475409836066,316.35,24.76516129032258,138.87,23.69983606557377,419.78000000000003,19,0,11,70.56
18019,2019,CLARK,132.2,178.7,19,20.911967213114753,369.83,25.567096774193548,77.29,24.179180327868853,87.12,27,0,12,111.05999999999997
18019,2020,CLARK,173.4,132.2,20,19.899016393442622,248.67,25.948064516129033,155.19,21.845573770491804,192.95,26,0,5,91.03000000000003
18019,2021,CLARK,180.8,173.4,21,20.171967213114755,182.84,24.546451612903226,179.23999999999998,23.136885245901638,269.35,17,0,12,73.76999999999998
18021,2001,CLAY,158.9,156.6,1,19.53065573770492,219.12,23.48516129032258,169.96,20.73983606557377,168.51000000000002,16,0,13,70.14999999999998
18021,2002,CLAY,135.6,158.9,2,18.98311475409836,327.12,25.274516129032257,86.36999999999999,22.477049180327867,166.42000000000002,24,0.5700000000000003,11,111.33
18021,2003,CLAY,154.1,135.6,3,18.015081967213114,208.5,23.454838709677418,187.25,20.46967213114754,263,12,0,15,105.63
18021,2004,CLAY,175.2,154.1,4,20.42950819672131,235.16,22.45225806451613,154.75,20.23704918032787,121.92999999999999,7,0,13,76.71000000000001
18021,2005,CLAY,162.6,175.2,5,19.244262295081967,191.03,24.224193548387095,108.35,22.44704918032787,256.64,18,0.240000000000002,10,95.88
18021,2006,CLAY,151.7,162.6,6,18.82295081967213,247.48,24.373548387096776,83.07,20.57967213114754,228.15,16,0,7,58.20000000000002
18021,2007,CLAY,164,151.7,7,20.99295081967213,170.35999999999999,22.265483870967742,102.07000000000001,23.331311475409837,138.57999999999998,8,0,11,63.109999999999985
18021,2008,CLAY,137,164,8,18.64918032786885,532.74,23.412903225806453,157.17000000000002,21.06622950819672,114.4,13,0,16,238.48
18021,2009,CLAY,156,137,9,19.847540983606557,358.77,20.962258064516128,114.13,20.438852459016392,122.56,1,0,6,105.59
18021,2010,CLAY,157.2,156,10,20.98295081967213,335.27,24.990645161290324,135.38,22.40639344262295,55.77,19,0,15,89.45999999999998
18021,2011,CLAY,141.4,157.2,11,19.869508196721313,285.72,26.37258064516129,58.16,20.882950819672132,142.59,27,3.4099999999999966,16,64.92
18021,2012,CLAY,61.2,141.4,12,21.344590163934427,61.29,28.07516129032258,19.22,20.720983606557375,250.46,30,49.48000000000002,8,34.39
